signal_strength,noise_levels,PRN_number,CA_code,Doppler_frequency
67.64052345967664,2.154861912465649,13,449,-6.356513407284623
54.00157208367223,1.631271903061776,17,487,4.289303307161357
59.787379841057394,1.2315400583883789,21,400,-2.9011670352084833
72.40893199201457,1.7188725854174753,2,7,-3.105930665037151
68.67557990149967,1.200244438348716,12,519,-4.053548125835189
40.22722120123589,2.4121949651720564,18,649,-3.653240431252849
59.50088417525589,3.245743101098829,29,673,-3.3515277053829635
48.48642791702302,2.505927581765179,26,559,-0.5988942984908496
48.96781148206442,1.859381030283544,8,295,-3.583757680736852
54.10598501938372,2.008353253801442,20,367,-1.917814557767736
51.44043571160878,2.576959834573072,7,236,2.612344879391002
64.54273506962976,1.6995424817916416,29,163,2.5713533142477014
57.610377251469934,2.0664686335512013,11,502,-6.867244364275443
51.216750164928285,0.9150127863317052,23,897,1.5006140898829412
54.43863232745426,1.4417205617524478,31,689,-2.389261303043985
53.33674327374267,1.7153159971718543,21,868,-1.5587458557814324
64.94079073157606,2.3181333500532593,12,917,-3.1498435295229283
47.94841736234199,1.6161753851789997,13,974,-2.4257914483070593
53.13067701650901,2.309239741664293,13,436,-3.4561024350743526
41.45904260698275,2.091580610077843,27,184,-3.0708191932474134
24.470101841659215,2.929675636497123,1,728,-2.979238558988269
56.53618595440361,1.4622426825377366,28,486,-1.5712938105275636
58.64436198859506,0.9903901445777068,13,13,-2.8468725311155123
42.57834979593558,0.7812677711170704,16,539,-0.6442057035153413
72.69754623987608,1.9257182450571053,15,671,3.656584470169747
35.45634325401235,2.5755757308054927,15,670,4.164392771476143
50.45758517301446,2.0926616916991927,18,634,-1.2187967725204438
48.128161499741665,2.329230463085874,15,560,0.8751500388040047
65.32779214358457,1.975231949052413,16,216,-8.506998119765129
64.69358769900285,2.1186994247611985,4,720,-5.633219386336985
51.54947425696916,1.2442098384292302,18,302,6.722152335320045
53.781625196021736,2.9661851663320475,25,776,7.379141391105363
41.12214252369887,2.241211017010927,28,758,0.713225343006437
30.19203531776073,1.3421084755077808,2,569,1.0019585617778912
46.52087850673848,1.0181924686682335,15,917,4.125112535976612
51.5634896910398,2.266534091921778,6,236,-1.7721983581023226
62.30290680727721,1.9453383915102422,4,249,1.2916037835254202
62.02379848784411,1.858408290272916,30,772,-6.611467391967837
46.12673182592048,2.7168719227046925,27,480,-3.2747510629158194
46.976972494246645,1.7156913798252331,6,376,-15.616386106033364
39.51447034932907,1.5750767684933917,17,315,4.55667333800987
35.79982062821025,2.362223248385532,26,769,4.866146022091285
32.937298093749874,2.302949173988123,25,421,1.105827160132113
69.5077539523179,1.3548707595537373,8,765,6.166124515315746
44.90347818248347,2.3947165532334074,17,264,-8.55647618344936
45.619256983888135,2.9804568721572333,11,638,-6.698486837245739
37.47204639950074,1.8322300955279691,23,284,1.4470703973004397
57.7749035583191,1.6961939073311119,10,531,5.132091679319597
33.86102152442049,1.6363790594810794,30,220,-8.655123620216346
47.872597197860316,2.4257043355861896,28,943,0.15189254658315465
41.045334388063246,2.4442082900923845,32,803,-1.4826883018334138
53.86902497859262,1.444338344294132,19,339,-0.022411384836905492
44.89194862431127,2.5689221825257786,8,240,4.7632393007594445
38.19367815877588,2.637774639705264,15,371,1.4983824176736245
49.718177716613454,2.1472997058836847,12,513,1.1677853073460833
54.283318705304175,0.9071602367693696,2,606,-6.982347483103432
50.66517222383168,2.3961887264974377,9,1018,2.147391491345896
53.02471897739781,1.1874792885842043,12,375,-2.0829551935954354
43.65677906319036,2.3699153589240622,16,478,-4.344616506399295
46.372588340128615,2.507134553826088,14,1016,-2.5540379850638195
43.27539552224049,2.4791040501396084,15,797,11.420291863290355
46.40446838459459,0.6923145371199342,3,144,-0.09624120198133564
41.86853717955546,1.6359345861233394,7,1021,3.946956168809115
32.73717397668323,2.371249233594995,16,940,-4.591683311059658
51.77426142253753,1.9589280199417676,14,195,-4.809958024301309
45.982190637917384,1.2375490635178457,9,50,-6.68135451342147
33.69801653033956,1.78091047425766,10,840,-3.934668639554543
54.627822555257744,1.9973041705650756,11,775,-2.6554380761751526
40.92701635616758,1.1439575689807961,1,197,5.446694717529188
50.51945395796139,2.8527931512434046,15,625,1.3230853663800337
57.290905621775366,2.405594931381239,8,622,-5.91114464795459
51.28982910757411,2.074680456176468,8,666,-6.305802281575495
61.394006845433005,1.632272159244582,22,943,3.331532533971279
37.651741796463476,1.843516736333488,15,465,-4.57261889388842
54.02341641177549,1.673291892827368,22,765,-4.00321585523788
43.15189909059687,1.5043871315024566,22,76,-1.1999207456787788
41.29202850818118,2.074483190349294,22,490,-0.517266764710969
44.21150335235585,2.551661800447575,22,837,-2.672945169376575
46.88447467872627,1.9049756007092677,9,287,7.112868458986065
50.561653422297454,1.7938680596681442,8,763,8.621045837786763
38.348501592166436,2.0893100994129683,21,409,-3.7672701529231523
59.008264869541875,2.3908405764884444,18,373,5.762893658601614
54.6566243973046,1.7376797987172412,13,775,-5.1958002442413465
34.63756313722776,1.309451651045964,17,183,-1.0325316172285537
64.882521937956,2.4727380917700885,16,312,4.855684202915617
68.95889176030583,1.3191544600271286,11,627,11.730079353237304
61.78779571159651,2.267493815726633,8,481,3.1182678537011017
48.200751641876494,1.9520203512960688,12,984,-3.7340571116788435
39.292473784894575,1.5517965582039763,29,84,1.1890666802488936
60.54451726931137,2.693590717886957,4,358,0.9574076050773344
45.9682305302682,2.498696530736051,13,167,-3.09809423367521
62.224450703824274,2.288233818694588,6,551,-8.695202297138039
52.0827497807686,2.220000419242862,11,827,-1.9281564621116587
59.76639036483713,2.237735052240917,7,837,-3.2480205364157384
53.56366397174402,1.5082113321127115,16,205,8.498436125122817
57.06573168191948,1.719003144083675,25,466,-0.03075147979709148
50.10500020720821,1.1794983902852154,32,703,-0.19812152577705217
67.85870493905836,2.1461413685211896,4,649,-2.4661570102310537
51.2691209270362,2.7165524455340386,32,546,-3.1675679395662444
54.019893634447016,1.8081443492687514,20,202,9.154839405595112
68.83150697056254,2.118746296160665,20,552,2.772719378403748
36.52240938857554,1.7336224167045053,28,37,-0.03600049996240584
37.29515001514267,1.7644100785784176,17,979,3.970179422701256
59.69396708158011,1.8299577354082828,12,513,-8.70486878101615
38.2687659488584,1.268397167969014,9,633,-2.5895384381660524
69.43621185649292,2.5692991278537702,30,529,0.03344504771298954
45.863810192402525,1.9974875851361769,32,620,-1.0394599232076533
42.525451885592425,2.485793848599398,25,328,4.767525772322988
69.22942026480385,2.1511706118388267,17,819,-2.801305412597478
64.80514791434425,1.5968821468705463,13,440,-0.032602635638747365
68.6755896042657,1.8415440260408087,12,306,14.125943319984813
59.060446582753855,1.2065673986317837,20,435,-5.7191179491754145
41.38774314945297,2.394343542044278,15,744,-0.9667832634800057
69.10064953099034,2.06861238712818,21,211,-8.889979769455978
47.31996629048619,1.607409737386548,9,389,-4.164280236102741
58.02456395796395,1.2467148946903384,6,154,0.8493138606100621
59.47251967773748,1.71179508172437,11,779,-5.514355299247923
48.44989906909166,1.4463557889859535,20,97,-3.0891800708646144
56.1407937034608,2.0676412657390815,23,46,0.956379901642316
59.222066715665264,1.4736111919504946,31,342,-1.1488425342764805
53.7642553115563,3.026146712493584,4,355,-1.437025341268424
39.00599209415805,2.4926544597130023,8,437,-0.6408996396647683
52.98238174206056,1.8135799410327185,11,271,0.38036625454488093
63.2638589668703,1.2568820986636733,18,287,-5.599778914451293
43.05432140268635,1.9441693115293117,4,75,8.267362373791322
48.503654596723294,1.0201923223834233,17,328,-11.863346332329623
45.64846448278362,2.530350624202891,6,81,-3.580376778818319
68.49263728479342,2.3956489738193203,4,1005,2.935496716457971
56.722947570124354,2.724322372298415,3,28,7.433857219233558
54.0746183624111,1.7216727455674259,17,877,-2.9695389647753636
42.30083925554683,2.4027821747037414,5,53,9.612837356674184
55.392491912918175,2.6920204747175798,25,417,-5.244259558021617
43.25667339342624,1.7821676518790037,5,424,-1.6240432678859769
50.31830558274351,1.6330790838599363,21,632,-0.8087367617009358
43.64153921621119,2.6740565945697554,18,441,-8.43655688054135
56.764332949465,2.0727382132024386,30,1022,5.894256332079026
55.76590816614941,2.2126489424545097,21,536,-0.7663980300293582
47.91701244422005,1.955980089004017,30,243,2.5679763363592345
53.96006712661645,1.375763263055997,25,830,-2.0912918184201463
39.06938491269494,2.5522986108948493,16,839,5.246608009303484
35.087424072943946,0.9853070385325249,13,141,1.4648464239850065
54.39391701264537,2.4989879592444053,19,628,0.4152660835048505
51.66673495372529,1.860380765759202,13,389,-0.5452816966647929
56.35031436892106,1.9061837742338004,5,915,2.046140965746959
73.83144774863942,1.7337296027195621,2,591,6.616787443868285
59.444794869904136,2.263425221358211,4,789,-6.533101576990385
40.87177774555842,2.204372509451722,13,870,-0.7353771027896745
61.17016288095853,2.805749245587521,1,185,-3.969720050255008
36.84092589488479,1.9079638802928853,10,804,-3.408658294893216
45.38415395185291,1.9089694445194587,15,327,4.991234380603256
49.317583946753686,1.8231024096041055,31,237,2.1521940966833273
67.13342721649366,2.0519655528927694,3,30,4.139086673450498
42.5524517795156,1.7755097353008378,15,124,-6.946012588967053
41.73561461340986,2.5776331923576548,16,139,7.343010145461637
49.01547475574568,2.685200071115056,23,219,-3.656666681309037
43.365217136378924,1.0388069435867524,28,387,-1.1101978380889947
61.26635922106507,1.355569640653054,9,471,-3.1709390172884926
39.200684916365766,1.4906082332603208,22,614,0.2840303164940654
